"","valeur_reelle","Random_Forest","Rpart","Gradient","Regression","Regression_backward","Regression_penalisee","SVM","SVM_lineaire","Extra_Gradient"
"2371",3.9,3.64024000000001,3.2664047151277,3.13080652611441,3.08501646234532,3.06890401997405,3.09277848075784,3.0463111587733,3.08312661310567,3.157546043396
"2372",3.7,3.50281666666668,3.15805396565821,3.29777854576539,3.22612609157312,3.2246107690031,3.22952161062641,3.35007914560067,3.2483156340142,3.50343990325928
"2373",3.2,3.16868666666667,3.15416666666667,3.13131018824701,2.94382591789772,2.94302561364646,2.93824629809392,2.97799082059305,2.94906910495804,3.05301690101624
"2374",2.6,2.68303666666667,3.1022813688213,2.95387455381384,2.87050184025174,2.8563087397687,2.8808031225937,3.08592306664499,2.95229964032182,2.98281145095825
"2375",1.8,2.11148666666666,2.40684931506849,2.20346025175319,2.42095720494029,2.39955200990358,2.4364387980526,2.11724388957871,2.48416828985618,2.2127571105957
"2376",2.6,2.71526333333333,2.5952380952381,2.71953639692702,2.61629846540267,2.62236162434187,2.68356145113621,2.65866298611193,2.658913129215,2.43612861633301
"2377",3.4,3.16800666666667,2.70272373540856,2.8950534901245,2.78540750216066,2.78788932829099,2.79475532780633,2.85704636137762,2.82501814141566,2.83641600608826
"2378",3.3,3.28855,3.2664047151277,3.3829207383774,3.30682424085271,3.30364550623383,3.28667160953575,3.27567108754565,3.29929873135737,3.34790968894958
"2379",3.7,3.59381666666667,3.41875,3.61744813630653,3.4545567646139,3.44928037295794,3.4281230174994,3.57974566268199,3.46845028015803,3.68868279457092
"2380",3.3,3.13756333333333,2.90740740740741,3.00152818978759,2.95489648241793,2.95240721518468,2.97781681927409,3.24120205589578,3.04642088334956,3.06302070617676
"2381",3.4,3.38638666666668,3.2664047151277,3.49398145612329,3.40756736061832,3.4077629699485,3.39475548889905,3.40680704402379,3.39337731495123,3.37013745307922
"2382",2.4,2.63303,2.76388888888889,2.61488001214438,2.52501512684194,2.53197547184592,2.57324025018648,2.52398110446628,2.560599198665,2.49399590492249
